No.,保険会社,保険商品,保険料,保険期間---払込期間,特　徴,付加済
50,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年),"3,410円","60歳まで
60歳まで","＊標準料率
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
51,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込）,"3,410円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
52,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(標準体),"3,450円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
53,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者標準体),"3,470円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
54,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅰ型,"3,490円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅰ型付加
※標準体保険料率",P免
55,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者標準体),"3,530円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
56,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅱ型,"3,542円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅱ型付加
※標準体保険料率",P免
57,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者優良体保険料率）,"3,550円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
58,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・P免あり）,"3,560円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
59,ソニー生命保険,家族収入保険（最低支払保証期間２年）,"3,596円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
60,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅲ型,"3,605円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅲ型付加
※標準体保険料率",P免
61,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者優良体),"3,680円","60歳満了
60歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
62,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者優良体),"3,730円","60歳満了
60歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
63,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年) 特定疾病保険料払込免除特則付加,"3,750円","60歳まで
60歳まで","＊標準料率
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
64,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者標準体),"3,760円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
65,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者優良体保険料率）,"3,788円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
66,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者標準体),"3,830円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
67,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"3,990円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
68,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者優良体),"4,010円","60歳満了
60歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
69,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者優良体),"4,060円","60歳満了
60歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
70,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者標準体),"4,080円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
71,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(標準体),"4,090円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
72,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者標準体),"4,140円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
73,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"4,257円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
74,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(標準体),"4,440円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
75,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者標準体),"4,440円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
76,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"4,470円","60歳
60歳満了","※標準保険料率
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
77,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者標準体),"4,500円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
78,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・標準体）,"4,510円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
79,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(標準体),"4,700円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
80,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"4,730円","60歳
60歳満了","※標準保険料率　特定疾病保険料払込免除
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
81,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・標準体）,"4,812円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
82,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プラン(最低支払保証期間2年・非喫煙者保険料率適用),"4,840円","60歳まで
60歳まで","＊非喫煙者保険料率適用
＊5疾病・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
83,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(標準体),"5,110円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
84,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プランPlus(最低支払保証期間2年・非喫煙者保険料率適用),"5,130円","60歳まで
60歳まで","＊非喫煙者保険料率適用
＊5疾病・障害・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
85,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プラン(最低支払保証期間2年),"5,570円","60歳まで
60歳まで","＊標準料率
＊5疾病・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
86,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プランPlus(最低支払保証期間2年),"5,890円","60歳まで
60歳まで","＊標準料率
＊5疾病・障害・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
87,チューリッヒ生命,収入保障保険プレミアムDX（非喫煙優良体型） 年金支払保証期間2年,"7,070円","60歳
60歳満了","＊非喫煙優良体型
＊就業不能状態保険料払込免除特約が付加されています。
収入保障年金：月額10万円
高度障害年金：月額10万円
就業不能年金：月額10万円
年金支払保証期間：2年

※入力可能金額以上でお申込できる場合もありますので、詳細はチューリッヒ生命の設計システムにてご確認ください。",P免
88,チューリッヒ生命,収入保障保険プレミアムDX（標準体型） 年金支払保証期間2年,"9,260円","60歳
60歳満了","＊標準体型
＊就業不能状態保険料払込免除特約が付加されています。
収入保障年金：月額10万円
高度障害年金：月額10万円
就業不能年金：月額10万円
年金支払保証期間：2年

※入力可能金額以上でお申込できる場合もありますので、詳細はチューリッヒ生命の設計システムにてご確認ください。",P免
