No.,保険会社,保険商品,保険料,保険期間---払込期間,特　徴,付加済
26,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・非喫煙者標準体・P免あり）,"4,240円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
27,ソニー生命保険,家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"4,280円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
28,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年）,"4,290円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
29,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(SD非喫煙者標準体),"4,470円","65歳満了
65歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
30,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者標準体料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"4,473円","65歳満了
65歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者標準体料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
31,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年・非喫煙者保険料率適用),"4,520円","65歳まで
65歳まで","＊非喫煙者保険料率適用
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
32,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(非喫煙者標準体),"4,520円","65歳満了
65歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
33,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者標準体）,"4,590円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
34,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・P免あり）,"4,590円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
35,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(標準体),"4,600円","65歳満了
65歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
36,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者優良体),"4,690円","65歳満了
65歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
37,ソニー生命保険,家族収入保険（最低支払保証期間２年）,"4,720円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
38,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者優良体),"4,730円","65歳満了
65歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
39,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者標準体・P免あり）,"4,870円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
40,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障　特定疾病保険料払込免除ワイド特則,"4,920円","65歳満了
65歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年
【特定疾病保険料払込免除ワイド特則適用】",P免
41,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込）,"4,980円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
42,メットライフ生命保険株式会社,マイディアレスト(喫煙保険料率　確定保証期間2年),"4,990円","65歳
65歳満了","※この商品は基本コース(Ⅰ型)です
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
43,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年・非喫煙者保険料率適用) 特定疾病保険料払込免除特則付加,"5,010円","65歳まで
65歳まで","＊非喫煙者保険料率適用
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
44,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年),"5,120円","65歳まで
65歳まで","＊標準料率
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
45,ソニー生命保険,家族収入保険（最低支払保証期間２年）,"5,206円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
46,メディケア生命保険（住友生命グループ）,メディフィット収入保障　喫煙者料率　年金支払保証期間2年,"5,233円","65歳満了
65歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊喫煙者料率",
47,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・P免あり）,"5,280円","65歳
65歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
48,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(標準体),"5,310円","65歳満了
65歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
49,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者優良体保険料率）,"5,430円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
50,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者優良体),"5,450円","65歳満了
65歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
51,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者優良体),"5,490円","65歳満了
65歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
52,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者標準体),"5,590円","65歳満了
65歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
53,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者標準体),"5,630円","65歳満了
65歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
54,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者優良体),"5,720円","65歳満了
65歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
55,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者優良体),"5,760円","65歳満了
65歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
56,メディケア生命保険（住友生命グループ）,メディフィット収入保障　喫煙者料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"5,807円","65歳満了
65歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊喫煙者料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
57,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体),"5,874円","65歳
65歳払","年金月額：10万円
年金支払保証期間：2年
※標準体保険料率",
58,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年) 特定疾病保険料払込免除特則付加,"5,900円","65歳まで
65歳まで","＊標準料率
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
59,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者優良体保険料率）,"5,989円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
60,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"6,080円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
61,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(標準体),"6,260円","65歳満了
65歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
62,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅰ型,"6,465円","65歳
65歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅰ型付加
※標準体保険料率",P免
63,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者標準体),"6,470円","65歳満了
65歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
64,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者標準体),"6,520円","65歳満了
65歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
65,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者標準体),"6,600円","65歳満了
65歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
66,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅱ型,"6,603円","65歳
65歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅱ型付加
※標準体保険料率",P免
67,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者優良体),"6,640円","65歳満了
65歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
68,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者標準体),"6,650円","65歳満了
65歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
69,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者優良体),"6,690円","65歳満了
65歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
70,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"6,706円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
71,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅲ型,"6,802円","65歳
65歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅲ型付加
※標準体保険料率",P免
72,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・標準体）,"6,920円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
73,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(標準体),"7,230円","65歳満了
65歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
74,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(標準体),"7,280円","65歳満了
65歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
75,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・標準体）,"7,633円","65歳
65歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
76,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者標準体),"7,650円","65歳満了
65歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
77,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者標準体),"7,690円","65歳満了
65歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
78,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プラン(最低支払保証期間2年・非喫煙者保険料率適用),"7,970円","65歳まで
65歳まで","＊非喫煙者保険料率適用
＊5疾病・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
79,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(標準体),"8,410円","65歳満了
65歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
80,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プランPlus(最低支払保証期間2年・非喫煙者保険料率適用),"8,430円","65歳まで
65歳まで","＊非喫煙者保険料率適用
＊5疾病・障害・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
81,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プラン(最低支払保証期間2年),"9,510円","65歳まで
65歳まで","＊標準料率
＊5疾病・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
82,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プランPlus(最低支払保証期間2年),"10,030円","65歳まで
65歳まで","＊標準料率
＊5疾病・障害・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
83,チューリッヒ生命,収入保障保険プレミアムDX（非喫煙優良体型） 年金支払保証期間2年,"10,320円","65歳
65歳満了","＊非喫煙優良体型
＊就業不能状態保険料払込免除特約が付加されています。
収入保障年金：月額10万円
高度障害年金：月額10万円
就業不能年金：月額10万円
年金支払保証期間：2年

※入力可能金額以上でお申込できる場合もありますので、詳細はチューリッヒ生命の設計システムにてご確認ください。",P免
84,チューリッヒ生命,収入保障保険プレミアムDX（標準体型） 年金支払保証期間2年,"14,940円","65歳
65歳満了","＊標準体型
＊就業不能状態保険料払込免除特約が付加されています。
収入保障年金：月額10万円
高度障害年金：月額10万円
就業不能年金：月額10万円
年金支払保証期間：2年

※入力可能金額以上でお申込できる場合もありますので、詳細はチューリッヒ生命の設計システムにてご確認ください。",P免
