No.,保険会社,保険商品,保険料,保険期間---払込期間,特　徴,付加済
23,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者標準体料率　年金支払保証期間2年,"2,449円","60歳満了
60歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者標準体料率",
24,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(SD非喫煙者標準体),"2,450円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
25,FWD富士生命保険株式会社,FWD収入保障〔非喫煙者標準体/最低支払保証期間2年〕　3大疾病保険料払込免除特約Ⅱ付加,"2,477円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
26,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・非喫煙者標準体・P免あり）,"2,500円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
27,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"2,500円","60歳
60歳満了","※優良体保険料率
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
28,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障,"2,500円","60歳満了
60歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年",
29,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(非喫煙者標準体),"2,550円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
30,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"2,580円","60歳
60歳満了","※優良体保険料率　特定疾病保険料払込免除
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
31,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者標準体料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"2,589円","60歳満了
60歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者標準体料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
32,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年・非喫煙者保険料率適用),"2,630円","60歳まで
60歳まで","＊非喫煙者保険料率適用
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
33,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年）,"2,670円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
34,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"2,680円","60歳
60歳満了","※非喫煙者保険料率
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
35,アフラック,GIFT（非喫煙保険料率/支払保証期間2年） 三大疾病保険料払込免除特約なし,"2,700円","60歳
60歳払済","家族生活保障月払年金：月額10万円
高度障害月払年金：月額10万円
確定保証期間：2年",
36,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者標準体）,"2,710円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
37,アフラック,GIFT（非喫煙保険料率/支払保証期間2年） 三大疾病保険料払込免除特約付き,"2,750円","60歳
60歳払済","家族生活保障月払年金：月額10万円
高度障害月払年金：月額10万円
確定保証期間：2年",P免
38,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障　特定疾病保険料払込免除ワイド特則,"2,750円","60歳満了
60歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年
【特定疾病保険料払込免除ワイド特則適用】",P免
39,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"2,760円","60歳
60歳満了","※非喫煙者保険料率　特定疾病保険料払込免除
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
40,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・P免あり）,"2,780円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
41,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(標準体),"2,790円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
42,メディケア生命保険（住友生命グループ）,メディフィット収入保障　喫煙者料率　年金支払保証期間2年,"2,796円","60歳満了
60歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊喫煙者料率",
43,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者標準体・P免あり）,"2,810円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
44,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年・非喫煙者保険料率適用) 特定疾病保険料払込免除特則付加,"2,810円","60歳まで
60歳まで","＊非喫煙者保険料率適用
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
45,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者優良体),"2,890円","60歳満了
60歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
46,メットライフ生命保険株式会社,マイディアレスト(喫煙保険料率　確定保証期間2年),"2,920円","60歳
60歳満了","※この商品は基本コース(Ⅰ型)です
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
47,メディケア生命保険（住友生命グループ）,メディフィット収入保障　喫煙者料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"2,956円","60歳満了
60歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊喫煙者料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
48,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年),"2,960円","60歳まで
60歳まで","＊標準料率
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
49,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(標準体),"2,960円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
50,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者優良体),"2,970円","60歳満了
60歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
51,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込）,"2,990円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
52,FWD富士生命保険株式会社,FWD収入保障〔喫煙者標準体/最低支払保証期間2年〕,"3,071円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
53,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者優良体),"3,080円","60歳満了
60歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
54,ソニー生命保険,家族収入保険（最低支払保証期間２年）,"3,090円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
55,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体),"3,101円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※標準体保険料率",
56,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・P免あり）,"3,110円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
57,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者優良体),"3,170円","60歳満了
60歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
58,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者優良体保険料率）,"3,190円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
59,東京海上日動あんしん生命,家計保障定期保険NEO(最低支払保証期間2年) 特定疾病保険料払込免除特則付加,"3,200円","60歳まで
60歳まで","＊標準料率
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
60,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者標準体),"3,220円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
61,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅰ型,"3,224円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅰ型付加
※標準体保険料率",P免
62,FWD富士生命保険株式会社,FWD収入保障〔喫煙者標準体/最低支払保証期間2年〕　3大疾病保険料払込免除特約Ⅱ付加,"3,246円","60歳
60歳","遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
63,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅱ型,"3,260円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅱ型付加
※標準体保険料率",P免
64,ソニー生命保険,家族収入保険（最低支払保証期間２年）,"3,297円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
65,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者標準体),"3,300円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
66,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体) 特定疾病保険料払込免除特約(2018)Ⅲ型,"3,304円","60歳
60歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅲ型付加
※標準体保険料率",P免
67,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者優良体保険料率）,"3,404円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
68,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者標準体),"3,420円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
69,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プラン(最低支払保証期間2年・非喫煙者保険料率適用),"3,490円","60歳まで
60歳まで","＊非喫煙者保険料率適用
＊5疾病・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
70,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者標準体),"3,510円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
71,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"3,600円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
72,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"3,620円","60歳
60歳満了","※標準保険料率
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
73,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プランPlus(最低支払保証期間2年・非喫煙者保険料率適用),"3,660円","60歳まで
60歳まで","＊非喫煙者保険料率適用
＊5疾病・障害・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
74,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(標準体),"3,690円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
75,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者優良体),"3,700円","60歳満了
60歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
76,マニュライフ生命保険株式会社,こだわり収入保障(無解約返戻金型),"3,740円","60歳
60歳満了","※標準保険料率　特定疾病保険料払込免除
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
77,アフラック,GIFT（標準体保険料率/支払保証期間2年） 三大疾病保険料払込免除特約なし,"3,780円","60歳
60歳払済","家族生活保障月払年金：月額10万円
高度障害月払年金：月額10万円
確定保証期間：2年",
78,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者優良体),"3,790円","60歳満了
60歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
79,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・非喫煙者標準体保険料率）,"3,841円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
80,アフラック,GIFT（標準体保険料率/支払保証期間2年） 三大疾病保険料払込免除特約付き,"3,880円","60歳
60歳払済","家族生活保障月払年金：月額10万円
高度障害月払年金：月額10万円
確定保証期間：2年",P免
81,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(標準体),"3,920円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
82,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者優良体),"3,940円","60歳満了
60歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
83,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・標準体）,"4,010円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
84,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者標準体),"4,020円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
85,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プラン(最低支払保証期間2年),"4,030円","60歳まで
60歳まで","＊標準料率
＊5疾病・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
86,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者優良体),"4,030円","60歳満了
60歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
87,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者標準体),"4,100円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
88,東京海上日動あんしん生命,家計保障定期保険NEO 就業不能保障プランPlus(最低支払保証期間2年),"4,210円","60歳まで
60歳まで","＊標準料率
＊5疾病・障害・重度介護家計保障特約(給付金：月額10万円/給付金支払期間2年)が付加されています。
遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
89,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(SD非喫煙者標準体),"4,270円","60歳満了
60歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
90,ソニー生命保険,生活保障特則14付家族収入保険（最低支払保証期間２年・標準体）,"4,279円","60歳
60歳満了","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
91,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(非喫煙者標準体),"4,350円","60歳満了
60歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
92,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(標準体),"4,500円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",
93,三井住友海上あいおい生命保険（株）,新総合収入保障ワイド(Ⅳ型)(最低支払保証期間2年)(標準体),"4,780円","60歳満了
60歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：	月額10万円
就労不能障害年金：月額10万円
確定保証期間：2年",P免
94,チューリッヒ生命,収入保障保険プレミアムDX（非喫煙優良体型） 年金支払保証期間2年,"6,450円","60歳
60歳満了","＊非喫煙優良体型
＊就業不能状態保険料払込免除特約が付加されています。
収入保障年金：月額10万円
高度障害年金：月額10万円
就業不能年金：月額10万円
年金支払保証期間：2年

※入力可能金額以上でお申込できる場合もありますので、詳細はチューリッヒ生命の設計システムにてご確認ください。",P免
95,チューリッヒ生命,収入保障保険プレミアムDX（標準体型） 年金支払保証期間2年,"8,190円","60歳
60歳満了","＊標準体型
＊就業不能状態保険料払込免除特約が付加されています。
収入保障年金：月額10万円
高度障害年金：月額10万円
就業不能年金：月額10万円
年金支払保証期間：2年

※入力可能金額以上でお申込できる場合もありますので、詳細はチューリッヒ生命の設計システムにてご確認ください。",P免
